country,brand,category,priority,site_status,market_role,official_url,affiliate_program_target,evidence_status,next_action
Croatia,LightFork,diet prepared meals,P1,active_region_check,Croatia healthy full-day meal delivery program with four daily meals and weight-loss positioning,https://www.lightfork.hr/en/,direct partnership,official_source_checked_2026-06-24,Add as Croatia diet prepared-meal anchor
Serbia,28Ishrana,diet prepared meals,P1,active_region_check,Belgrade healthy meal delivery service with weekly meal plans and full-day nutrition programs,https://28ishrana.rs/en/,direct partnership,official_source_checked_2026-06-24,Add as Serbia/Belgrade diet meal delivery anchor
Serbia,Vit Fit Serbia,diet prepared meals,P2,active_region_check,"Belgrade balanced meal delivery service with women's, men's, protein, and weight-loss packages",https://vitfit.rs/en,direct partnership,official_source_checked_2026-06-24,Add to Serbia healthy meal delivery alternatives
Bulgaria,Fit Panther,diet prepared meals,P1,active,Bulgaria ready healthy menu delivery brand serving home and office customers with full-day menus,https://fitpanther.bg/en/,direct partnership,official_source_checked_2026-06-24,Add as Bulgaria healthy prepared-meal anchor
Latvia,MealPrep Baltic Latvia,diet prepared meals,P1,active_region_check,Baltic healthy prepared-meal subscription route serving Latvia through MealPrep Global,https://mealprep.global/,direct partnership,official_source_checked_2026-06-24,Add as Latvia meal-prep anchor with Baltic-region caveat
Lithuania,MealPrep Baltic Lithuania,diet prepared meals,P1,active_region_check,Baltic healthy prepared-meal subscription route serving Lithuania through MealPrep Global,https://mealprep.global/,direct partnership,official_source_checked_2026-06-24,Add as Lithuania meal-prep anchor with Baltic-region caveat
Estonia,MealPrep Baltic Estonia,diet prepared meals,P2,active_region_check,Baltic healthy prepared-meal subscription route serving Estonia through MealPrep Global,https://mealprep.global/,direct partnership,official_source_checked_2026-06-24,Add to Estonia meal-prep alternatives
Estonia,SmartFOOD Estonia,diet prepared meals,P1,active_region_check,Estonia complete daily meal system delivering five dietitian-planned meals in the morning,https://smartfood.ee/en/,direct partnership,official_source_checked_2026-06-24,Add to Estonia boxed diet pages
Estonia,EasyEats Estonia,high protein meal prep,P2,active_region_check,"Tallinn high-protein meal-prep delivery service with weekly breakfast, lunch, and dinner options",https://www.easyeats.ee/,direct partnership,official_source_checked_2026-06-24,Add to Estonia high-protein meal-prep pages
Cyprus,HealthyBox Cyprus,diet prepared meals,P1,active_region_check,"Cyprus weekly and monthly healthy meal-plan brand delivering around Nicosia, Larnaca, and Limassol",https://healthybox.com.cy/,direct partnership,official_source_checked_2026-06-24,Add as Cyprus healthy meal-plan anchor
Cyprus,Healthy Meals Cyprus,diet prepared meals,P1,active_region_check,Cyprus weekly healthy meal delivery service with Nicosia delivery and Larnaca expansion messaging,https://healthy-meals.com.cy/,direct partnership,official_source_checked_2026-06-24,Add to Cyprus diet prepared-meal pages
