country,brand,category,priority,site_status,market_role,official_url,affiliate_program_target,evidence_status,next_action
spain,Wetaca,prepared meals,1,active,Spain prepared-meal leader for fresh heat-and-eat weekly meals,https://wetaca.com/,direct partnership,official_url_reachable_needs_manual_content_check_2026-06-23,"Manual content check, then create Wetaca review and Spain comparison placement"
spain,Eatsana,prepared meals,2,active,Healthy ready-to-eat meals delivered across Spain,https://eatsana.es/en,direct partnership,official_source_checked_2026-06-23,Build prepared-meals review angle and partnership outreach
spain,DinDins,prepared meals,2,active,Fresh and frozen chef-cooked prepared meals delivered in Spain,https://dindins.es/,direct partnership,official_source_checked_2026-06-23,Build Spain prepared-meals comparison block
spain,Phosh Food,prepared meals,3,active,Chef-prepared meal prep delivery across mainland Spain and Portugal,https://www.phoshfood.com/,direct partnership,official_source_checked_2026-06-23,Confirm coverage area and add to Spain/Portugal expansion backlog
italy,Nutribees,prepared meals,1,active,Ready healthy dishes delivered refrigerated throughout Italy,https://www.nutribees.com/,direct partnership,official_source_checked_2026-06-23,Create Italy prepared-meals review and partnership target
italy,Mi Piace Cosi,diet prepared meals,2,active,Diet-program prepared meals delivered in Italy,https://mipiacecosi.it/,direct partnership,official_source_checked_2026-06-23,Position in weight-loss and diet meal-plan comparison
italy,Cortilia,recipe kits and grocery,3,active,Online grocery and recipe-kit style meal planning option in Italy,https://www.cortilia.it/,direct partnership,official_source_checked_needs_category_review_2026-06-23,Confirm recipe-kit depth before treating as a meal-kit competitor
italy,My Cooking Box,meal kit,3,active,Italian meal kits with portioned ingredients and recipes,https://www.mycookingbox.com/,direct partnership,official_source_checked_2026-06-23,Add to premium Italian meal-kit cluster
italy,Fratelli Desideri,premium meal kit,3,active,Premium restaurant-style meal kits for Italian shoppers,https://fratellidesideri.com/,direct partnership,official_source_checked_2026-06-23,Add to premium and giftable meal-kit cluster
sweden,HelloFresh,meal kit,1,active,Large Swedish meal-kit subscription with weekly recipes,https://www.hellofresh.se/,affiliate network or direct partnership,official_source_checked_2026-06-23,Create Sweden comparison and affiliate application target
sweden,Linas Matkasse,meal kit,1,active,Major Swedish meal-kit provider with broad dinner choice,https://www.linasmatkasse.se/,direct partnership,official_source_checked_2026-06-23,Position as Sweden incumbent against HelloFresh and Factor
sweden,Factor,prepared meals,2,active,Ready-made meal delivery brand active in Sweden,https://www.factormeals.se/fardigratter?locale=en-SE,affiliate network or direct partnership,official_source_checked_2026-06-23,Create Sweden prepared-meals comparison placement
sweden,Matkomfort,meal kit,3,active,Premium prepared meal-kit option around Stockholm,https://www.matkomfort.se/,direct partnership,third_party_source_checked_needs_official_content_check_2026-06-23,Manual official-page check before top placement
denmark,HelloFresh,meal kit,1,active,Large Danish meal-kit subscription with weekly recipes,https://www.hellofresh.dk/,affiliate network or direct partnership,official_source_checked_2026-06-23,Create Denmark comparison and affiliate application target
denmark,Aarstiderne,organic meal kit,1,active,"Organic Danish meal boxes, produce boxes, and groceries",https://www.aarstiderne.com/,direct partnership,official_source_checked_2026-06-23,Position as organic/local alternative in Denmark
denmark,RetNemt,meal kit,2,active,Danish meal-kit provider with recipe boxes delivered to the door,https://www.retnemt.dk/,direct partnership,official_source_checked_2026-06-23,Build Denmark meal-kit comparison block
denmark,Skagenfood,seafood meal kit,2,active,Fish and dinner boxes delivered directly in Denmark,https://skagenfood.dk/da-dk,direct partnership,official_source_checked_2026-06-23,Build seafood and pescatarian comparison angle
norway,HelloFresh,meal kit,1,active,Large Norwegian meal-kit subscription with weekly recipes,https://www.hellofresh.no/,affiliate network or direct partnership,official_source_checked_2026-06-23,Create Norway comparison and affiliate application target
norway,Godtlevert,meal kit,1,active,Major Norwegian meal-kit and grocery add-on provider,https://www.godtlevert.no/,direct partnership,official_source_checked_2026-06-23,Position as Norway incumbent and partnership target
norway,Adams Matkasse,meal kit,4,rebranded_to_godtlevert,Former Norwegian meal-kit brand now accounted for under Godtlevert,https://www.adamsmatkasse.no/,not active; route to Godtlevert,official_source_checked_2026-06-23,Keep accounted for and route users to Godtlevert rather than treating as active
