country,brand,category,priority,site_status,market_role,official_url,affiliate_program_target,evidence_status,next_action
germany,HelloFresh,meal kit,1,active,"German meal-kit box with weekly recipes, pre-portioned ingredients, flexible subscription, and affiliate/partner surface",https://www.hellofresh.de/,yes,official_source_checked_2026-06-23,Keep as Germany meal-kit anchor and apply after live domain exists
germany,Marley Spoon,meal kit,1,active,"German meal-kit and recipe delivery brand with family-friendly menus, market add-ons, and partner program surface",https://marleyspoon.de/,affiliate application,official_source_checked_2026-06-23,Add to Germany meal-kit comparisons and partner queue
germany,prepmymeal,high protein meal prep,1,active,German frozen high-protein ready-meal brand with fitness positioning and direct DTC checkout,https://prepmymeal.com/,direct partnership,official_source_checked_2026-06-23,Use for Germany high-protein and frozen meal-prep pages
germany,every,frozen plant-based meals,2,active,Plant-based frozen comfort-meal delivery with flexible subscription and ready-in-minutes meals,https://every-foods.com/en,direct partnership,official_source_checked_2026-06-23,"Add to vegan, frozen, and prepared-meal comparison sets"
germany,Löwenanteil,high protein prepared meals,2,active,German organic high-protein shelf-stable fitness meal brand with Germany and wider Europe options,https://www.loewenanteil.com/,direct partnership,official_source_checked_2026-06-23,Add to high-protein prepared meal and fitness comparison sets
france,HelloFresh,meal kit,1,active,"France meal-kit box with 54+ weekly recipes, family/express/vegetarian options, and flexible subscription",https://www.hellofresh.fr/,yes,official_source_checked_2026-06-23,Keep as France meal-kit anchor and affiliate target
france,Quitoque,meal kit,1,active,French recipe-box and meal-kit brand positioned as a leading French box repas service,https://www.quitoque.fr/,direct partnership,official_source_checked_2026-06-23,Add as France meal-kit challenger and outreach target
france,Seazon,prepared meals,1,active,France fresh ready-meal subscription with chef-cooked meals ready in minutes,https://seazon.fr/,direct partnership,official_source_checked_2026-06-23,Use as France prepared-meal anchor
france,Les Commis,meal kit,2,active,French panier-recette service delivering fresh ingredients and recipes across France,https://lescommis.com/,direct partnership,official_source_checked_2026-06-23,Add to France meal-kit comparisons and partner outreach
netherlands,HelloFresh,meal kit,1,active,"Netherlands meal-kit box with fresh ingredients, weekly menus, and flexible plan options",https://www.hellofresh.nl/,yes,official_source_checked_2026-06-23,Keep as Netherlands meal-kit anchor
netherlands,Uitgekookt,prepared meals,1,active,Dutch fresh ready-meal delivery service with chef-prepared meals delivered to the home,https://uitgekookt.nl/,direct partnership,official_source_checked_2026-06-23,Use as Netherlands prepared-meal anchor
netherlands,Factor,prepared meals,1,active,HelloFresh ready-to-eat brand available in the Netherlands with chef-prepared meals,https://www.factormeals.nl/kant-en-klare-maaltijden?locale=en-NL,yes,official_and_group_source_checked_2026-06-23,Add to Netherlands prepared-meal and high-protein comparisons
netherlands,Marley Spoon,meal kit,2,active,Meal-kit brand with Netherlands market presence to compare against HelloFresh and category challengers,https://marleyspoon.nl/,affiliate application,brand_source_checked_2026-06-23,Verify local checkout path and add to Netherlands meal-kit comparisons
belgium,HelloFresh,meal kit,1,active,Belgium meal-kit box with 50+ weekly recipes and dietitian-approved recipe positioning,https://www.hellofresh.be/,yes,official_source_checked_2026-06-23,Keep as Belgium meal-kit anchor
belgium,Foodbag,meal kit,1,active,Belgian meal-box service and local HelloFresh alternative with broad recipe positioning,https://www.foodbag.be/,direct partnership,official_source_checked_2026-06-23,Add as Belgium challenger and outreach target
belgium,Factor,prepared meals,1,active,Ready-to-eat Factor meals available in Flanders according to HelloFresh Group expansion evidence,https://www.factormeals.be/,yes,group_source_checked_2026-06-23,Add to Belgium/Flanders prepared-meal comparisons and verify local checkout path
new-zealand,My Food Bag,meal kit,1,active,"New Zealand meal-kit brand with weekly recipe choices, locally sourced ingredients, and ready-made range",https://www.myfoodbag.co.nz/,affiliate application,official_source_checked_2026-06-23,Keep as New Zealand anchor brand
new-zealand,HelloFresh,meal kit,1,active,New Zealand HelloFresh meal-kit market with weekly recipe subscription,https://www.hellofresh.co.nz/,yes,official_source_checked_2026-06-23,Add as New Zealand comparison anchor
new-zealand,Woop,meal kit,1,active,"New Zealand food box with pre-prepared ingredients, sauces, and recipe cards",https://woop.co.nz/,direct partnership,official_source_checked_2026-06-23,Add to New Zealand premium meal-kit comparisons
new-zealand,Bargain Box,meal kit,1,active,"New Zealand value family meal kit from the My Food Bag family, positioned around affordable recipes",https://www.bargainbox.co.nz/,affiliate application,official_source_checked_2026-06-23,Add to New Zealand budget and family pages
