country,brand,category,priority,site_status,market_role,official_url,affiliate_program_target,evidence_status,next_action
Poland,Maczfit,diet prepared meals,P1,active_app_route,Polish boxed diet and meal catering leader with app ordering and broad diet-plan demand,https://play.google.com/store/apps/details?id=com.maczfit.app2,direct partnership after web route check,app_and_partner_source_checked_2026-06-24,Add to Poland diet catering and boxed meal pages
Poland,Nice To Fit You,diet prepared meals,P1,active_app_route,Polish flexible diet catering service with healthy meal delivery app and customizable plans,https://apps.apple.com/pl/app/ntfy-healthy-meal-delivery/id1246308752,direct partnership after web route check,app_store_source_checked_2026-06-24,Add to Poland premium diet catering pages
Poland,Body Chief,diet prepared meals,P1,active,Polish boxed diet catering brand with prepared meal-plan delivery demand,https://bodychief.pl/,direct partnership,official_source_checked_2026-06-24,Add to Poland diet prepared meal pages
Poland,Kuchnia Vikinga,diet prepared meals,P1,active,Polish boxed diet catering brand and high-growth prepared meal delivery player,https://kuchniavikinga.pl/,direct partnership,official_and_news_source_checked_2026-06-24,Add to Poland boxed diet comparison pages
Poland,Wygodna Dieta,diet prepared meals,P2,active,Polish diet catering brand with prepared daily meal-plan delivery,https://www.wygodnadieta.pl/,direct partnership,official_source_checked_2026-06-24,Add to Poland diet meal challenger pages
Poland,Fit Apetit,diet prepared meals,P2,active,Polish diet catering and prepared meal delivery brand,https://www.fitapetit.com.pl/,direct partnership,official_source_checked_2026-06-24,Add to Poland diet catering challenger pages
Czech Republic,Zdravé stravování,diet prepared meals,P1,active,"Czech boxed diet and prepared meal-plan delivery service with protein, weight-loss, and daily menu programs",https://www.en.zdravestravovani.cz/,direct partnership,official_source_checked_2026-06-24,Add to Czech diet prepared meal pages
Czech Republic,Nutric Bistro,diet prepared meals,P2,active,"Czech premium low-carb, paleo, and fit boxed diet delivery brand",https://www.nutricbistro.cz/,direct partnership,official_source_checked_2026-06-24,Add to Czech low-carb and diet prepared meal pages
Czech Republic,NutritionPro,diet prepared meals,P2,active,Czech healthy meal box delivery in Prague and Brno with flexible meal plans and subscriptions,https://nutritionpro.cz/en/,direct partnership,official_source_checked_2026-06-24,Add to Czech healthy boxed meal pages
Czech Republic,Krabičková dieta Zdravě,diet prepared meals,P3,active_region_check,Czech boxed diet candidate for Prague and national diet meal search demand,https://www.krabickovadietazdrave.cz/,direct partnership,official_source_checked_2026-06-24,Add with delivery-area caveat
Romania,LifeBox,diet prepared meals,P1,active,Romanian healthy menu subscription delivery service with daily balanced menus in Bucharest,https://www.lifebox.ro/,direct partnership,official_source_checked_2026-06-24,Add to Romania healthy meal subscription pages
Romania,Fit Food Way,diet prepared meals,P1,active,"Romanian healthy diet food delivery with weight-loss, muscle gain, keto, and custom menu positioning",https://fitfoodway.ro/,direct partnership,official_source_checked_2026-06-24,Add to Romania diet catering and high-protein pages
Romania,FoodKit,diet prepared meals,P2,active_region_check,Romanian prepared meal and healthy subscription candidate,https://foodkit.ro/,direct partnership,official_source_checked_2026-06-24,Add to Romania meal prep challenger pages
Romania,Caserola Fit,diet prepared meals,P3,active_region_check,Romanian boxed diet and prepared meal candidate,https://caserolafit.ro/,direct partnership,official_source_checked_2026-06-24,Add with active delivery caveat
Portugal,EatTasty,prepared meals,P2,closed_or_inactive,Portuguese prepared meal delivery startup with historical search demand; source checks indicate shutdown in 2025,https://www.eattasty.pt/,not ready,closure_source_checked_2026-06-24,"Create alternatives angle only, do not recommend as active"
Portugal,Go Natural,prepared meals,P2,active,Portuguese healthy food and prepared meal brand with easy dinner and grocery relevance,https://www.gonatural.pt/,direct partnership,official_source_checked_2026-06-24,Add to Portugal healthy prepared meal pages
Portugal,Celeiro,grocery dinner delivery,P2,active,"Portuguese health food, grocery, and meal-helper retailer with dinner basket relevance",https://www.celeiro.pt/,affiliate application,official_source_checked_2026-06-24,Add to Portugal healthy grocery-dinner pages
Portugal,Comer Melhor,diet prepared meals,P3,active_region_check,Portuguese healthy prepared meal and diet delivery candidate,https://comermelhor.pt/,direct partnership,official_source_checked_2026-06-24,Add with regional caveat
Hungary,Teletál,prepared meals,P2,active,Hungarian prepared meal and daily lunch delivery brand with broad ready-meal demand,https://www.teletal.hu/,direct partnership,official_source_checked_2026-06-24,Add to Hungary prepared meal pages
Hungary,Cityfood,prepared meals,P2,active,Hungarian lunch and prepared meal delivery service for daily menus,https://www.cityfood.hu/,direct partnership,official_source_checked_2026-06-24,Add to Hungary prepared meal challenger pages
Hungary,Interfood,prepared meals,P2,active,Hungarian prepared meal delivery and daily menu brand,https://www.interfood.hu/,direct partnership,official_source_checked_2026-06-24,Add to Hungary daily menu pages
Turkey,Meal Box,prepared meals,P2,active_b2b_consumer_mixed,Turkish meal box and corporate/prepared meal service with lunch and meal-plan relevance,https://www.mealbox.com.tr/,direct partnership after consumer fit check,official_source_checked_2026-06-24,Account for Turkey prepared meal demand with B2B caveat
Turkey,FitChef Turkey,diet prepared meals,P3,active_region_check,Turkey healthy diet meal delivery candidate with local availability to verify,https://fitchef.com.tr/,direct partnership,official_source_checked_2026-06-24,Add to Turkey diet meal challenger pages
Greece,Fitness Meals Greece,high protein meal prep,P3,active_region_check,Greece fitness meal prep delivery candidate,https://fitnessmeals.gr/,direct partnership,official_source_checked_2026-06-24,Add to Greece high-protein meal-prep pages
Greece,Food for Fitness Greece,diet prepared meals,P3,active_region_check,Greek healthy meal prep and diet prepared meal candidate,https://foodforfitness.gr/,direct partnership,official_source_checked_2026-06-24,Add to Greece diet prepared meal pages
US,Nutre,prepared meals,P2,active,healthy prepared meal delivery for New England and tri-state area with weekly rotating menus,https://www.gonutre.com/,direct partnership,official_source_checked_2026-06-24,Add to regional US prepared meal pages
US,Forkful,prepared meals,P2,active,"prepared non-frozen microwave meal delivery brand with vegan, keto, paleo, gluten-free, high-protein, and GLP-1 relevance",https://www.eatforkful.com/,affiliate application,third_party_and_official_source_checked_2026-06-24,Add to US prepared meal and GLP-1-friendly pages
