country,brand,category,priority,site_status,market_role,official_url,affiliate_program_target,evidence_status,next_action
US,Fresh N Fit Cuisine,prepared meals,P2,active_region_check,Atlanta and Southeast healthy chef-prepared meal delivery brand with recurring and a la carte meal plans,https://www.freshnfitcuisine.com/,direct partnership,official_source_checked_2026-06-24,Add to Atlanta and Southeast prepared-meal pages
US,Hummus Fit,high protein meal prep,P2,active,"Long Island meal-prep brand shipping healthy prepared meals to all 50 states, Canada, and Puerto Rico",https://myhummusfit.com/,direct partnership,official_source_checked_2026-06-24,Add to high-protein and Long Island meal-prep pages
US,Fit & Fresh Meals,diet prepared meals,P3,active_region_check,"Regional weekly meal-prep service for weight loss, maintenance, and healthier eating goals",https://fitandfreshmeals.net/,direct partnership,official_source_checked_2026-06-24,Add to local diet meal-prep alternatives
US,Foodie Fit,high protein meal prep,P3,active_region_check,"Las Vegas healthy meal-prep brand with grab-and-go locations, custom meals, and local ordering",https://foodiefit.com/,direct partnership,official_source_checked_2026-06-24,Add to Las Vegas high-protein meal-prep pages
US,Prep To Your Door,plant-based prepared meals,P3,active_region_check,Austin and Houston plant-based organic ready-to-eat meal delivery brand with zero-waste packaging,https://preptoyourdoor.com/,direct partnership,official_source_checked_2026-06-24,Add to Texas plant-based prepared-meal pages
US,Healthy Xpress,diet prepared meals,P3,active_region_check,"Miami healthy meal-plan delivery service with keto, paleo, balanced, and athlete meal-plan options",https://healthyxpress.com/,direct partnership,official_source_checked_2026-06-24,Add to Miami diet and athlete meal-plan alternatives
US,Perfectly Plated,prepared meals,P3,active_region_check,Regional prepared-meal and freezer-meal brand with individual and family-sized heat-and-eat options,https://perfectlyplated.com/,direct partnership,official_source_checked_2026-06-24,Add to regional family prepared-meal alternatives
US,Mindful Meals TX,prepared meals,P3,active_region_check,Austin and Hill Country weekly meal-delivery brand with omnivore and plant-based prepared meals,https://www.mindfulmealstx.com/,direct partnership,official_source_checked_2026-06-24,Add to Austin healthy prepared-meal pages
US,Fit Meals 4U,high protein meal prep,P3,active_region_check,"Las Vegas fresh organic cooked-to-order meal delivery brand with custom, vegan, paleo, and keto options",https://fitmeals4u.net/,direct partnership,official_source_checked_2026-06-24,Add to Las Vegas high-protein and custom meal-prep alternatives
US,Balanced Bites,frozen prepared meals,P3,active,"US frozen paleo, keto, gluten-free, and real-food meal delivery brand shipping meal boxes nationwide",https://balancedbites.com/,direct partnership,official_source_checked_2026-06-24,Refresh official URL and add to specialty frozen meal pages
US,The Handmade Chef Meal Prep Co,high protein meal prep,P3,active_region_check,San Diego clean meal-prep company with chef-made online ordering and walk-in pickup,https://www.thcmealprepco.com/,direct partnership,official_source_checked_2026-06-24,Add to San Diego clean meal-prep alternatives
US,Good Measure Meals,medically tailored meals,P3,active_program_route,Atlanta medically tailored meal delivery brand with registered-dietitian-designed heart-healthy and diabetic-friendly meals,https://www.goodmeasuremeals.com/,direct partnership after eligibility route check,official_source_checked_2026-06-24,Add to medically tailored meal pages with eligibility caveat
US,Long Island Fit Meals,high protein meal prep,P3,active_region_check,Long Island fitness meal-prep brand offering healthy boxed meals for fat-loss and low-calorie goals,https://www.longislandfitmeals.com/,direct partnership,official_source_checked_2026-06-24,Add to Long Island high-protein meal-prep alternatives
