country,brand,category,priority,site_status,market_role,official_url,affiliate_program_target,evidence_status,next_action
Turkey,Rafinera,diet prepared meals,P1,active,"Turkey dietitian-led daily diet meal package service with calorie plans, protein-plus options, and Istanbul meal delivery demand",https://www.rafinera.com/,direct partnership,official_source_checked_2026-06-24,Add to Turkey diet meal delivery and protein-plus prepared meal pages
Portugal,Natalie's Healthy Kitchen,meal kit,P1,active_region_check,Portugal local healthy meal-kit alternative to HelloFresh serving Lisbon and Cascais with dietitian-planned recipes,https://www.natalieshealthykitchen.com/,direct partnership,official_source_checked_2026-06-24,Use as Portugal meal-kit anchor with Lisbon/Cascais delivery-area caveat
Argentina,Frizata,frozen prepared meals,P1,active,Argentina frozen food delivery brand with direct-to-home freezer stocking demand and broad prepared-food range,https://www.frizata.com/,direct partnership,official_source_checked_2026-06-24,Add to Argentina frozen prepared meal and freezer meal pages
Chile,FitFood Chile,diet prepared meals,P1,active,Chile healthy meal-plan delivery brand offering personalized nutrition plans delivered daily,https://fitfood.cl/,direct partnership,official_source_checked_2026-06-24,Add as Chile diet meal delivery anchor
Chile,Plan Nutritivo,diet prepared meals,P2,active_region_check,Chile healthy prepared meal-plan provider delivering fresh nutritious meals twice weekly,https://plannutritivo.cl/,direct partnership,official_source_checked_2026-06-24,Add to Chile healthy prepared meal alternatives
Chile,La Specialite,prepared meals,P2,active_region_check,Chile healthy prepared meal delivery brand with nutritionist-designed daily delivery plans,https://www.laspecialite.cl/,direct partnership,official_source_checked_2026-06-24,Add to Chile prepared meal pages with regional caveat
Colombia,Meal Prep Consciente,diet prepared meals,P2,active_region_check,Medellin weekly and monthly healthy meal-prep plans with detox and personalized diet positioning,https://mealprepconsciente.com/,direct partnership,official_source_checked_2026-06-24,Add to Colombia Medellin meal-prep alternatives
Colombia,Foody Colombia,prepared meals,P2,active_region_check,Bogota natural prepared meals that heat in minutes with programmed ordering,https://www.foody.com.co/,direct partnership,official_source_checked_2026-06-24,Add to Colombia prepared meal pages with Bogota caveat
Colombia,Mingu,prepared meals,P2,active_app_route,Colombia app-led prepared meal plans delivered together for fridge/freezer stocking,https://www.mingu.co/,direct partnership,official_source_checked_2026-06-24,Add to Colombia app-led prepared meal alternatives
Colombia,Como en Casa Bogota,prepared lunches,P3,active_region_check,Bogota healthy balanced lunch plan delivered Monday to Friday for recurring weekday meal demand,https://www.comoencasabta.com/,direct partnership,official_source_checked_2026-06-24,Use for local lunch-plan alternatives rather than national recommendation
Peru,getUP!,diet prepared meals,P1,active_region_check,Lima personalized healthy meal-plan delivery with certified nutritionist positioning,https://getup.com.pe/,direct partnership,official_source_checked_2026-06-24,Add as Peru/Lima diet prepared meal anchor
